author,title,sub_title,org_title,org_sub_title,volume,publication_date,org_publication_year,print_format,pages,publisher,cover,language,language_iso,isbn-13,isbn-10,description
Tad Williams,Otherland 7: Ett Hav Av Silverljus,,,,,,2002.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132328121.0,,
Tad Williams,Otherland 8: En Värld Till Låns,,,,,,2003.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132329067.0,,
Tad Williams,På Flykt,Skuggmark 3,,,,,2007.0,Hardcover,,B Wahlström,placeholder.png,,,9789132333804.0,,
Tad Williams,Skuggspel,Skuggmark 4,,,,,2008.0,Hardcover,,Damm,placeholder.png,,,9789173513517.0,,
Tad Williams,Slottet I Sydmark,Skuggmark 1,,,,,2006.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132332890.0,,
Tad Williams,Tronen Av Drakben 1: Simon Månkalv,"Minne, Sorg & Törne 1",,,,,1996.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132321160.0,,
Tad Williams,Tronen Av Drakben 2: Simon Pilgrim,"Minne, Sorg & Törne 2",,,,,1997.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132321399.0,,
Tad Williams,Tronen Av Drakben 3: Simon Snölock,"Minne, Sorg & Törne 3",,,,,1997.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132322112.0,,
Tage Danielsson,Tage Danielssons Samlade Dikter 1967-1967,,,,,,1982.0,,,Wahlström & Widstrand,placeholder.png,,,9789146141303.0,,
Takashi Matsuoka,Sparvmolnet,,,,,,2004.0,,,Richter,placeholder.png,,,9789177113102.0,,
Terry Brooks,I Demonernas Spår,,Running with the Demons,,,,1998.0,Hardcover,,FORUM,placeholder.png,,,,9137112791,
Terry Brooks,Ordets Riddare,,A Knight of the Word,,,,1999.0,Hardcover,,FORUM,placeholder.png,,,,9137114506,
Terry Brooks,Shannaras Alvdrottning,,The Elf Queen of Shannara,,,,1995.0,Hardcover,,FORUM,placeholder.png,,,,9137106317,
Terry Brooks,Shannaras Alvstenar,,The Elfstones of Shannara,,,,1997.0,Hardcover,,FORUM,placeholder.png,,,,9137110357,
Terry Brooks,Shannaras Druid,,The Druid of Shannara,,,,1994.0,Hardcover,,FORUM,placeholder.png,,,,9137104993,
Terry Brooks,Shannaras Första Kung,,First King of Shannara,,,,1998.0,,,FORUM,placeholder.png,,,9789137112275.0,,
Terry Brooks,Shannaras Svärd,,The Sword of Shannara,,,,1996.0,Hardcover,,FORUM,placeholder.png,,,9789137108759.0,,
Terry Brooks,Shannaras Talismaner,,The Talismans of Shannara,,,,1995.0,Hardcover,,FORUM,placeholder.png,,,,9137106937,
Terry Brooks,Shannaras Ättlingar,,The Scions of Shannara,,,,1993.0,Hardcover,,FORUM,placeholder.png,,,,9137103393,
Terry Brooks,Shannaras Önskesång,,The Wishsong of Shannara,,,,1997.0,Hardcover,,FORUM,placeholder.png,,,9789137110363.0,,
Terry Brooks,Änglamorgon,,Angel Fire East,,,,2000.0,Hardcover,,FORUM,placeholder.png,,,,9137116215,
Terry Goodkind,Bekännarna,Sanningens Svärd - 24,The Sword Of Truth 11,Confessor,,,2012.0,,,Damm,placeholder.png,,,9789173518246.0,,
Terry Goodkind,Blodets Församling,Sanningens Svärd - 6,,,,,2002.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132326851.0,,
Terry Goodkind,De Fallnas Tro,Sanningens Svärd - 14,,,,,2006.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132332166.0,,
Terry Goodkind,De Tre Klangerna,Sanningens Svärd - 11,,,,,2004.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132330674.0,,
Terry Goodkind,De Värnlösa,Sanningens Svärd - 18,,,,,2008.0,Hardcover,,Damm,placeholder.png,,,9789173513784.0,,
Terry Goodkind,Det Stulna Svärdet,Sanningens Svärd - 13,,,,,2006.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132332067.0,,
Terry Goodkind,Drömvandrarens Hämnd,Sanningens Svärd - 8,,,,,2003.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132329180.0,,
Terry Goodkind,Eldens Själ,Sanningens Svärd - 12,,,,,2005.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132331749.0,,
Terry Goodkind,Färden Från Lerfolket,Sanningens Svärd - 4,,,,,2001.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132325946.0,,
Terry Goodkind,Hål I Världen,Sanningens Svärd - 16,,,,,2007.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132334146.0,,
Terry Goodkind,I Det Fördolda,Sanningens Svärd - 23,The Sword Of Truth 10,,,,2011.0,Hardcover,,Damm,placeholder.png,,,9789173517317.0,,
Terry Goodkind,I Khalans Spår,Sanningens Svärd - 20,,,,,2009.0,Hardcover,,Damm,placeholder.png,,,9789173515856.0,,
Terry Goodkind,Midlands Sista Strid,Sanningens Svärd - 25,The Sword Of Truth 11,,,,2012.0,,,Damm,placeholder.png,,,9789173518253.0,,
Terry Goodkind,Månens Budskap,Sanningens Svärd - 10,,,,,2004.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132329852.0,,
Terry Goodkind,Palatset I Altur'rang,Sanningens Svärd - 15,,,,,2007.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132332906.0,,
Terry Goodkind,Profeternas Palats,Sanningens Svärd - 5,,,,,2002.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132325793.0,,
Terry Goodkind,Skapelsens Pelare,Sanningens Svärd - 17,,,,,2008.0,Hardcover,,Damm,placeholder.png,,,9789173512879.0,,
Terry Goodkind,Skepnaden,Sanningens Svärd - 22,The Sword Of Truth 10,,,,2011.0,Hardcover,,Damm,placeholder.png,,,9789173517300.0,,
Terry Goodkind,Statyns Hemlighet,Sanningens Svärd - 19,,,,,2009.0,Hardcover,,Damm,placeholder.png,,,9789173515382.0,,
Terry Goodkind,Sökaren,Sanningens Svärd - 1,,,,,1999.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132323621.0,,
Terry Goodkind,Trollkarlens Fästning,Sanningens Svärd - 7,,,,,2002.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132326868.0,,
Terry Goodkind,Trollkarlens Första Regel,Sanningens Svärd - 2,,,,,2000.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132323638.0,,
Terry Goodkind,Tårarnas Sten,Sanningens Svärd - 3,,,,,2000.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132324741.0,,
Terry Goodkind,Utraderingen,Sanningens Svärd - 21,,,,,2010.0,Hardcover,,Damm,placeholder.png,,,9789173516266.0,,
Terry Goodkind,Vindarnas Tempel,Sanningens Svärd - 9,,,,,2004.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132329685.0,,
Terry Jones,Douglas Adams Stjärnskeppet Titanic,,,,,,1998.0,Softcover,,Bonnier,placeholder.png,,,9789134520332.0,,
Terry Pratchett,Magins Färg,en roman om Skivvärlden,,,,,1995.0,,,B. Wahlström,placeholder.png,,,9789132429927.0,,
Tess Gerritsen,Ensam,,,,,,2000.0,,,Richter,placeholder.png,,,9789177092865.0,,
Tim Powers,Anubisportarna,,,,,,1992.0,,,Wiken,placeholder.png,,,9789171192998.0,,
Timothy Zahn,Star Wars : Dark Force Rising Vol. 2,,,,,,1996.0,Paperback,,Bantam Books,placeholder.png,,,9780553404425.0,,
Timothy Zahn,Star Wars : Heir To The Empire Vol. 1,,,,,,1992.0,Mass Market Paperback,,Spectra,placeholder.png,,,9780553296129.0,,
Timothy Zahn,Star Wars : The Last Command Vol. 3,,,,,,1994.0,Paperback,,Bantam Books Ltd,placeholder.png,,,9780553404432.0,,
Tobias Landström,Korset Och Tronen,,,,,,2002.0,Paperback,,Neogames,placeholder.png,,,9789189128354.0,,
Tom Clancy,Björnen Och Draken,,The Bear And The Dragon,,,,2001.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171336903.0,,
Tom Clancy,Hedersskuld,,Debt of Honor,,,,1996.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171332639.0,,
Tom Clancy,Jakten På Röd Oktober,,The Hunt for Red October,,,,1996.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171336387.0,,
Tom Clancy,Kardinalen I Kreml,,The Cardinal of the Kremlin,,,,1996.0,Hardcover,,Bra Böcker,placeholder.png,,,9789170246340.0,,
Tom Clancy,Påtaglig Fara,,Clear and Present Danger,,,,1990.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171197078.0,,
Tom Clancy,Red Rabbit,,Red Rabbit,,,,2003.0,Hardcover,,Bra Böcker,placeholder.png,,,9789170020872.0,,
Tom Clancy,Röd Storm,,Red Storm Rising,,,,1996.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171332424.0,,
Tom Clancy,Rött Hot,,Threat Vector,,,,2013.0,,,Bookmark Förlag,placeholder.png,,,9789175470139.0,,
Tom Clancy,Tigerns Käftar,,The Teeth of the Tiger,,,,2006.0,Hardcover,,Bra Böcker,placeholder.png,,,9789170020650.0,,
Tom Clancy,Täcknamn Rainbow,,Rainbow Six,,,,1999.0,Hardcover,,Bra Böcker,placeholder.png,,,9789143022001.0,,
Tom Clancy,Utan Misskund,,Without Remorse,,,,1994.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171199225.0,,
Tom Clancy; Steve Pieczenik,Dödligt Spel,Net Force Explorers,The Deadlist Game,,,,2001.0,Hardcover,,Bonnierförlagen,placeholder.png,,,,9143022480,
Tom Topor,Testamentet,,,,,,2003.0,Paperback,,Bra Böcker,placeholder.png,,,9789171339966.0,,
Tomas Björklund,Dvärgens Lärling,Legenden om Varg,,,,,1998.0,Hardcover,,Raben Prisma,placeholder.png,,,9789151833910.0,,
Tony Hillerman,Coyote Väntar,,,,,,1991.0,Hardcover,,Legenda,placeholder.png,,,9789158218185.0,,
Tony Hillerman,Kvinnan Som Lyssnade,,,,,,1998.0,,,Legenda/Natur och kultur,placeholder.png,,,9789127065178.0,,
Tony Hillerman,Odjuret,,,,,,1992.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127031999.0,,
Tony Hillerman,Presidentens Stav,,,,,,1995.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127040434.0,,
Tony Hillerman,Välsignelsens Väg,,,,,,1996.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127062139.0,,
Torsten Sandberg,Gåtan På Granliden,,,,,,2002.0,,,Bonnier,placeholder.png,,,9789100579067.0,,
Tracy Hickman,Den Förlorade Staden,Bronskoralerna 4,,,,,2008.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132334436.0,,
Tracy Hickman,Expeditionen,Bronskoralerna 3,,,,,2007.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132333958.0,,
Tracy Hickman,Flykten,Bronskoralerna 2,,,,,2006.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132332913.0,,
Tracy Hickman,Portalen,Bronskoralerna 5,,,,,2008.0,Hardcover,,Damm,placeholder.png,,,9789173513739.0,,
Tracy Hickman,Sammandrabbningen,Bronskoralerna 6,,,,,2009.0,Hardcover,,Damm,placeholder.png,,,9789173514002.0,,
Tracy Hickman,Uppvaknandet,Bronskoralerna 1,,,,,2006.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132332869.0,,
Umberto Eco,Baudolino,,Baudolino,,,,2001.0,Hardcover,,Bromberg,placeholder.png,,,9789176088609.0,,
Umberto Eco,Rosens Namn,,,,,,1985.0,,,Månpocket,placeholder.png,,,9789176422526.0,,
Ursula K. Le Guin,Där Världen Heter Skog,,,,,,1990.0,,,Raben & Sjogren,placeholder.png,,,9789129596274.0,,
Ursula K. Le Guin,Exilplaneten,,,,,,1978.0,Paperback,,Delta,placeholder.png,,,9789172281585.0,,
Ursula K. Le Guin,Malafrena,,,,,,1987.0,,,Lindfors,placeholder.png,,,9789172681309.0,,
Ursula K. Le Guin,Mörkrets Vänstra Hand,,,,,,1998.0,,,Raben Prisma,placeholder.png,,,9789151833118.0,,
Ursula K. Le Guin,Röster I Vinden,,,,,,1983.0,Paperback,,Lindfors,placeholder.png,,,,9172680806,
Ursula K. Le Guin,Shevek,en berättelse om två världar,,,,,1989.0,Hardcover,,Raben & Sjogren,placeholder.png,,,9789129596250.0,,
Ursula K. Le Guin,Tehanu,Den sista boken om Övärlden,,,,,1991.0,Hardcover,,Raben & Sjogren,placeholder.png,,,9789129598742.0,,
Ursula K. Le Guin,Övärlden,,,,,,1987.0,Hardcover,,Raben & Sjogren,placeholder.png,,,9789129583038.0,,
Vic Suneson,O.P. Nilssons Eget Fall,,,,,,2002.0,,,Bonnier,placeholder.png,,,9789100579098.0,,
Voltaire,Candide,,,,,,1992.0,,,Fabel,placeholder.png,,,9789178421329.0,,
Voltaire,Zadig,"Ödet, en orientalisk berättelse",,,,,1994.0,Paperback,,Fabel,placeholder.png,,,9789178421640.0,,
Walt Whitman,Leaves Of Grass,,,,,,1954.0,Paperback,,Signet Classics,placeholder.png,,,9780451524850.0,,
Whitley Strieber,Genombrott,,,,,,1989.0,Hardcover,,FORUM,placeholder.png,,,9789137097237.0,,
Whitley Strieber,Hemligstämplat,,,,,,1992.0,,,Wiken,placeholder.png,,,9789170249228.0,,
Whitley Strieber,Närkontakt,,,,,,1989.0,Hardcover,,FORUM,placeholder.png,,,9789137097008.0,,
William Diehl,27,,27,,,,1993.0,Hardcover,,Wahlströms,placeholder.png,,,,9132318162,
William Diehl,Fräls Oss Ifrån Ondo,,Reign in Hell,,,,1999.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132323485.0,,
William Diehl,Spår Av Ondska,,,,,,1996.0,Paperback,,B. Wahlström,placeholder.png,,,,913243183X,
William Diehl,Syndafall,,,,,,1997.0,,,B. Wahlström,placeholder.png,,,9789132430787.0,,
William Diehl,Thai Horse,,,,,,1990.0,Paperback,,B. Wahlström,placeholder.png,,,9789132427862.0,,
William Gibson,Count Zero,,,,,,1994.0,Paperback,,PAN/Norstedt,placeholder.png,,,9789119411310.0,,
William Gibson,Idoru,,,,,,1997.0,,,Norstedt,placeholder.png,,,9789119720023.0,,
William Gibson,Mona Lisa Overdrive,,,,,,1994.0,Paperback,,PAN/Norstedt,placeholder.png,,,9789119412119.0,,
William Gibson,Neuromancer,,,,,,1991.0,Paperback,,PAN/Norstedt,placeholder.png,,,9789119027818.0,,
William Gibson,Virtual Light,,,,,,1995.0,,,PAN/Norstedt,placeholder.png,,,9789119515018.0,,
William King,Demonjägaren,,,,,,1997.0,Hardcover,,tiden,placeholder.png,,,9789188876324.0,,
Willy Granqvist,Dagens Dikt,,,,,,1981.0,Hardcover,,Sveriges radio,placeholder.png,,,9789152215968.0,,
Zi Sun,Krigskonsten,383 maximer om att segra och besegra,,,,,1989.0,,,Den svenska marknaden i samarbete med Sellin & Blo,placeholder.png,,,9789170550133.0,,
Mark Dice,The Liberal Media Industrial Complex,,The Liberal Media Industrial Complex,,,2019-11-09 00:00:00.000000,2019.0,Paperback,332.0,Resistance Manifesto,placeholder.png,English,en,9781943591077.0,1943591075,
Jenna Jameson,How to Make Love Like a Porn Star,A Cautionary Tale,How to Make Love Like a Porn Star,A Cautionary Tale,,2020-02-01 00:00:00.000000,2010.0,Paperback,592.0,It Books,placeholder.png,English,en,9780060539108.0,60539100,"In the underbelly of Las Vegas, a cesspool of warring biker gangs and seedy strip clubs, gawky, brace-faced Jenna Massoli was transformed into the bombshell Jenna Jameson. Today, Jenna is the biggest star in the history of adult movies, consistently ranked as one of the most beautiful women alive. But behind the glamour and the meteoric rise to fame was a path paved with tragedy and heartbreak. As a teenager—drawn into a dark and chaotic world where rape, abuse, and murder were commonplace—Jenna began her rapid downward spiral of addiction and degradation . . . while at the same time becoming the porn world's biggest crossover success story. Her intimate memoir, How to Make Love Like a Porn Star, is a shocking sexual history, an insider's guide to the secret workings of the billion-dollar adult film industry, and a gripping thriller that probes deeply into Jenna's dark past. Mix in hilarious anecdotes, adrenaline-pumping triumphs, and photos from Jenna's private collection, and you have a tell-all autobiography unlike any other"
Mark Dice,Hollywood Propaganda,"How TV, Movies and Music Shape Our Culture",,,,2020-10-04 00:00:00.000000,2020.0,Paperback,340.0,Resistance Manifesto,placeholder.png,English,en,9781943591091.0,1943591091,
ISAAC ASIMOV,Naked Sun,,,,,2018-04-19,,Paperback,256.0,HARPER COLLINS,08277772.jpg,English,en,9780008277772.0,000827777X,
"Clarke, Arthur C.",The City and the Stars (Millennium SF Masterworks S),,,,,2001-03-08,,Paperback,256.0,Orion Pub Co,57987638.jpg,English,en,9781857987638.0,1857987632,Men had built cities before  but never such a city as Diaspar; for millennia its protective dome shutout the creeping decay and danger of the world outside.  Once  it held powers that rules the stars.  But then  as legend had it  The invaders came  driving humanity into this last refuge.  It takes one man  A Unique to break through Diaspar's stifling inertia  to smash the legend and discover the true nature of the Invaders.
"Clarke, Arthur C.",The Fountains of Paradise (Millennium SF Masterworks S),,,,,2000-10-12,,Paperback,256.0,Orion Pub Co,57987218.jpg,English,en,9781857987218.0,1857987217,"Dealing with the construction of space elevator, this novel won the 1980 Hugo Award fro Best Novel."
"Philip K., et. al. Dick",Do Androids Dream Of Electric Sheep,,,,,2010-03-29,,Paperback,208.0,Boom! Studios,75094185.jpg,English,en,9780575094185.0,0575094184,"World War Terminus had left the Earth devastated.  Through its ruins, bounty hunter Rick Deckard stalked, in search of the renegade replicants who were his prey.  When he wasn't 'retiring' them with his laser weapon, he dreamed of owning a live anima"
"Sapkowski, Andrzej",The Witcher Boxed Set,"The Last Wish, Sword of Destiny, Blood of Elves, Time of Contempt, Baptism of Fire, The Tower of The Swallow, The Lady of the Lake, Season of Storms",,,,2020-06-30,,Paperback,,Gollancz,,English,en,9781473232273.0,1473232279,
"Dice, Mark",The Bilderberg Group,Facts & Fiction,,,,2015-05-25,,Paperback,138.0,The Resistance Manifesto,88726888.jpg,English,en,9780988726888.0,0988726882,
"Dice, Mark",The Bohemian Grove,Facts & Fiction,,,,2015-07-01,,Paperback,180.0,The Resistance Manifesto,43591008.jpg,English,en,9781943591008.0,1943591008,
"Dice, Mark",The Illuminati,Facts & Fiction,,,,2009-04-13,,Paperback,426,The Resistance,67346656.jpg,English,en,9780967346656,0967346657,
